pmid;title;abstract;source;group;Manual
16005948;Evaluation of the anticocaine monoclonal antibody GNC92H2 as an immunotherapy for cocaine overdose.;The illicit use of cocaine continues in epidemic proportions and treatment for cocaine overdose remains elusive. Current protein-based technology offers a new therapeutic venue by which antibodies bind the drug in the blood stream, inactivating its toxic effects. The therapeutic potential of the anticocaine antibody GNC92H2 was examined using a model of cocaine overdose. Swiss albino mice prepared with intrajugular catheters were tested in photocell cages after administration of 93 mg/kg (LD50) of cocaine and GNC92H2 infusions ranging from 30 to 190 mg/kg. GNC92H2 was delivered 30 min before, concomitantly or 3 min after cocaine treatment. Significant blockade of cocaine toxicity was observed with the higher dose of GNC92H2 (190 mg/kg), where premorbid behaviors were reduced up to 40%, seizures up to 77% and death by 72%. Importantly, GNC92H2 prevented death even post-cocaine injection. The results support the important potential of GNC92H2 as a therapeutic tool against cocaine overdose.;bc5cdr;neurological|hepatorenal;
16403073;Ketoconazole induced torsades de pointes without concomitant use of QT interval-prolonging drug.;Ketoconazole is not known to be proarrhythmic without concomitant use of QT interval-prolonging drugs. We report a woman with coronary artery disease who developed a markedly prolonged QT interval and torsades de pointes (TdP) after taking ketoconazole for treatment of fungal infection. Her QT interval returned to normal upon withdrawal of ketoconazole. Genetic study did not find any mutation in her genes that encode cardiac IKr channel proteins. We postulate that by virtue of its direct blocking action on IKr, ketoconazole alone may prolong QT interval and induce TdP. This calls for attention when ketoconazole is administered to patients with risk factors for acquired long QT syndrome.;bc5cdr;cardiovascular;
16755009;Pharmacological evidence for the potential of Daucus carota in the management of cognitive dysfunctions.;The present study was aimed at investigating the effects of Daucus carota seeds on cognitive functions, total serum cholesterol levels and brain cholinesterase activity in mice. The ethanolic extract of Daucus carota seeds (DCE) was administered orally in three doses (100, 200, 400 mg/kg) for seven successive days to different groups of young and aged mice. Elevated plus maze and passive avoidance apparatus served as the exteroceptive behavioral models for testing memory. Diazepam-, scopolamine- and ageing-induced amnesia served as the interoceptive behavioral models. DCE (200, 400 mg/kg, p.o.) showed significant improvement in memory scores of young and aged mice. The extent of memory improvement evoked by DCE was 23% at the dose of 200 mg/kg and 35% at the dose of 400 mg/kg in young mice using elevated plus maze. Similarly, significant improvements in memory scores were observed using passive avoidance apparatus and aged mice. Furthermore, DCE reversed the amnesia induced by scopolamine (0.4 mg/kg, i.p.) and diazepam (1 mg/kg, i.p.). Daucus carota extract (200, 400 mg/kg, p.o.) reduced significantly the brain acetylcholinesterase activity and cholesterol levels in young and aged mice. The extent of inhibition of brain cholinesterase activity evoked by DCE at the dose of 400 mg/kg was 22% in young and 19% in aged mice. There was a remarkable reduction in total cholesterol level as well, to the extent of 23% in young and 21% in aged animals with this dose of DCE. Therefore, DCE may prove to be a useful remedy for the management of cognitive dysfunctions on account of its multifarious beneficial effects such as, memory improving property, cholesterol lowering property and anticholinesterase activity.;bc5cdr;neurological;
16904497;Cauda equina syndrome after epidural steroid injection: a case report.;OBJECTIVE: Conventional treatment methods of lumbusacral radiculopathy are physical therapy, epidural steroid injections, oral medications, and spinal manipulative therapy. Cauda equina syndrome is a rare complication of epidural anesthesia. The following case is a report of cauda equina syndrome possibly caused by epidural injection of triamcinolone and bupivacaine. CLINICAL FEATURES: A 50-year-old woman with low back and right leg pain was scheduled for epidural steroid injection. INTERVENTION AND OUTCOME: An 18-gauge Touhy needle was inserted until loss of resistance occurred at the L4-5 level. Spread of the contrast medium within the epidural space was determined by radiographic imaging. After verifying the epidural space, bupivacaine and triamcinolone diacetate were injected. After the injection, there was a reduction in radicular symptoms. Three hours later, she complained of perineal numbness and lower extremity weakness. The neurologic evaluation revealed loss of sensation in the saddle area and medial aspect of her right leg. There was a decrease in the perception of pinprick test. Deep-tendon reflexes were decreased especially in the right leg. She was unable to urinate. The patient's symptoms improved slightly over the next few hours. She had a gradual return of motor function and ability of feeling Foley catheter. All of the symptoms were completely resolved over the next 8 hours. CONCLUSION: Complications associated with epidural steroid injections are rare. Clinical examination and continued vigilance for neurologic deterioration after epidural steroid injections is important.;bc5cdr;neurological;
16938416;High-dose testosterone is associated with atherosclerosis in postmenopausal women.;"OBJECTIVES: To study the long-term effects of androgen treatment on atherosclerosis in postmenopausal women. METHODS: In a population-based study in 513 naturally postmenopausal women aged 54-67 years, we studied the association between self-reported intramuscularly administered high-dose estrogen-testosterone therapy (estradiol- and testosterone esters) and aortic atherosclerosis. Aortic atherosclerosis was diagnosed by radiographic detection of calcified deposits in the abdominal aorta, which have been shown to reflect intima atherosclerosis. Hormone therapy users were compared with never users. RESULTS: Intramuscular hormone therapy use for 1 year or longer was reported by 25 women. In almost half of these women severe atherosclerosis of the aorta was present (n=11), while in women without hormone use severe atherosclerosis of the aorta was present in less than 20% (OR 3.1; 95% CI, 1.1-8.5, adjusted for age, years since menopause, smoking, and body mass index). The association remained after additional adjustment for diabetes, cholesterol level, systolic blood pressure, or alcohol use. No association was found for hormone use less than 1 year. CONCLUSION: Our results suggest that high-dose testosterone therapy may adversely affect atherosclerosis in postmenopausal women and indicate that androgen replacement in these women may not be harmless.";bc5cdr;cardiovascular;
17147461;Sirolimus-associated proteinuria and renal dysfunction.;Sirolimus is a novel immunosuppressant with potent antiproliferative actions through its ability to inhibit the raptor-containing mammalian target of rapamycin protein kinase. Sirolimus represents a major therapeutic advance in the prevention of acute renal allograft rejection and chronic allograft nephropathy. Its role in the therapy of glomerulonephritis, autoimmunity, cystic renal diseases and renal cancer is under investigation. Because sirolimus does not share the vasomotor renal adverse effects exhibited by calcineurin inhibitors, it has been designated a 'non-nephrotoxic drug'. However, clinical reports suggest that, under some circumstances, sirolimus is associated with proteinuria and acute renal dysfunction. A common risk factor appears to be presence of pre-existing chronic renal damage. The mechanisms of sirolimus-associated proteinuria are multifactorial and may be due to an increase in glomerular capillary pressure following calcineurin inhibitor withdrawal. It has also been suggested that sirolimus directly causes increased glomerular permeability/injury, but evidence for this mechanism is currently inconclusive. The acute renal dysfunction associated with sirolimus (such as in delayed graft function) may be due to suppression of compensatory renal cell proliferation and survival/repair processes. Although these adverse effects occur in some patients, their occurrence could be minimised by knowledge of the molecular effects of sirolimus on the kidney, the use of sirolimus in appropriate patient populations, close monitoring of proteinuria and renal function, use of angiotensin-converting enzyme inhibitors or angiotensin II receptor blockers if proteinuria occurs and withdrawal if needed. Further long-term analysis of renal allograft studies using sirolimus as de novo immunosuppression along with clinical and laboratory studies will refine these issues in the future.;bc5cdr;neurological|hepatorenal|oncological;
17261653;Direct inhibition of cardiac hyperpolarization-activated cyclic nucleotide-gated pacemaker channels by clonidine.;"BACKGROUND: Inhibition of cardiac sympathetic tone represents an important strategy for treatment of cardiovascular disease, including arrhythmia, coronary heart disease, and chronic heart failure. Activation of presynaptic alpha2-adrenoceptors is the most widely accepted mechanism of action of the antisympathetic drug clonidine; however, other target proteins have been postulated to contribute to the in vivo actions of clonidine. METHODS AND RESULTS: To test whether clonidine elicits pharmacological effects independent of alpha2-adrenoceptors, we have generated mice with a targeted deletion of all 3 alpha2-adrenoceptor subtypes (alpha2ABC-/-). Alpha2ABC-/- mice were completely unresponsive to the analgesic and hypnotic effects of clonidine; however, clonidine significantly lowered heart rate in alpha2ABC-/- mice by up to 150 bpm. Clonidine-induced bradycardia in conscious alpha2ABC-/- mice was 32.3% (10 microg/kg) and 26.6% (100 microg/kg) of the effect in wild-type mice. A similar bradycardic effect of clonidine was observed in isolated spontaneously beating right atria from alpha2ABC-knockout and wild-type mice. Clonidine inhibited the native pacemaker current (I(f)) in isolated sinoatrial node pacemaker cells and the I(f)-generating hyperpolarization-activated cyclic nucleotide-gated (HCN) 2 and HCN4 channels in transfected HEK293 cells. As a consequence of blocking I(f), clonidine reduced the slope of the diastolic depolarization and the frequency of pacemaker potentials in sinoatrial node cells from wild-type and alpha2ABC-knockout mice. CONCLUSIONS: Direct inhibition of cardiac HCN pacemaker channels contributes to the bradycardic effects of clonidine gene-targeted mice in vivo, and thus, clonidine-like drugs represent novel structures for future HCN channel inhibitors.";bc5cdr;cardiovascular;
17343925;Influence of smoking on developing cochlea. Does smoking during pregnancy affect the amplitudes of transient evoked otoacoustic emissions in newborns?;OBJECTIVE: Maternal tobacco smoking has negative effects on fetal growth. The influence of smoking during pregnancy on the developing cochlea has not been estimated, although smoking has been positively associated with hearing loss in adults. The objective of this study was to determine the effects of maternal smoking on transient evoked otoacoustic emissions (TEOAEs) of healthy neonates. METHODS: This study was undertaken as part of neonatal screening for hearing impairment and involved both ears of 200 newborns. Newborns whose mothers reported smoking during pregnancy (n=200 ears) were compared to a control group of newborns (n=200 ears), whose mothers were non-smokers. Exposure to tobacco was characterized as low (<5 cigarettes per day, n=88 ears), moderate (5< or =cigarettes per day<10, n=76) or high (> or =10 cigarettes per day, n=36). RESULTS: In exposed neonates, TEOAEs mean response (across frequency) and mean amplitude at 4000Hz was significantly lower than in non-exposed neonates. Comparisons between exposed newborns' subgroups revealed no significant differences. However, by comparing each subgroup to control group, we found statistically significant decreases of TEOAEs amplitudes at 4000Hz for all three groups. Mean TEOAEs responses of highly exposed newborns were also significantly lower in comparison to our control group. CONCLUSION: In utero, exposure to tobacco smoking seems to have a small impact on outer hair cells. These effects seem to be equally true for all exposed newborns, regardless of the degree of exposure. Further studies are needed in order to establish a potential negative effect of maternal smoking on the neonate's hearing acuity.;bc5cdr;neurological;
17400887;Neuroinflammation and behavioral abnormalities after neonatal terbutaline treatment in rats: implications for autism.;Autism is a neurodevelopmental disorder presenting before 3 years of age with deficits in communication and social skills and repetitive behaviors. In addition to genetic influences, recent studies suggest that prenatal drug or chemical exposures are risk factors for autism. Terbutaline, a beta2-adrenoceptor agonist used to arrest preterm labor, has been associated with increased concordance for autism in dizygotic twins. We studied the effects of terbutaline on microglial activation in different brain regions and behavioral outcomes in developing rats. Newborn rats were given terbutaline (10 mg/kg) daily on postnatal days (PN) 2 to 5 or PN 11 to 14 and examined 24 h after the last dose and at PN 30. Immunohistochemical studies showed that administration of terbutaline on PN 2 to 5 produced a robust increase in microglial activation on PN 30 in the cerebral cortex, as well as in cerebellar and cerebrocortical white matter. None of these effects occurred in animals given terbutaline on PN 11 to 14. In behavioral tests, animals treated with terbutaline on PN 2 to 5 showed consistent patterns of hyper-reactivity to novelty and aversive stimuli when assessed in a novel open field, as well as in the acoustic startle response test. Our findings indicate that beta2-adrenoceptor overstimulation during an early critical period results in microglial activation associated with innate neuroinflammatory pathways and behavioral abnormalities, similar to those described in autism. This study provides a useful animal model for understanding the neuropathological processes underlying autism spectrum disorders.;bc5cdr;neurological;
17612891;Acute myocarditis associated with clozapine.;OBJECTIVE: A case of acute myocarditis associated with the commencement of clozapine is described, highlighting the onset, course and possible contributing factors. There is an urgent need to raise awareness about this potentially fatal complication of clozapine use. RESULTS: A 20-year-old male with schizophrenia developed a sudden onset of myocarditis after commencement of clozapine. The patient recovered with intensive medical support. The symptoms occurred around 2 weeks after starting clozapine in an inpatient setting. Possible contributing factors may have been concomitant antidepressant use and unaccustomed physical activity. CONCLUSIONS: Myocarditis is an increasingly recognized complication associated with the use of clozapine. It can be fatal if not recognized and treated early. Considering that clozapine remains the gold standard in treatment of resistant psychosis, there is an urgent need to raise awareness among medical and paramedical staff involved in the care of these patients. There are also implications for recommendations and regulations regarding the use of clozapine.;bc5cdr;neurological;
18081909;Encephalopathy induced by levetiracetam added to valproate.;BACKGROUND: We report on the manifestation of a levetiracetam (LEV)-induced encephalopathy. FINDINGS: A 28-year-old man suffering from idiopathic epilepsy with generalized seizures was treated with LEV (3000 mg) added to valproate (VPA) (2000 mg). Frequency of generalized tonic-clonic seizures increased from one per 6 months to two per month. Neuropsychological testing showed impaired word fluency, psychomotor speed and working memory. The interictal electroencephalogram (EEG) showed a generalized slowing to 5 per second theta rhythms with bilateral generalized high-amplitude discharges. OUTCOME: Following discontinuation of LEV, EEG and neuropsychological findings improved and seizure frequency decreased.;bc5cdr;neurological;
18083142;Norepinephrine signaling through beta-adrenergic receptors is critical for expression of cocaine-induced anxiety.;BACKGROUND: Cocaine is a widely abused psychostimulant that has both rewarding and aversive properties. While the mechanisms underlying cocaine's rewarding effects have been studied extensively, less attention has been paid to the unpleasant behavioral states induced by cocaine, such as anxiety. METHODS: In this study, we evaluated the performance of dopamine beta-hydroxylase knockout (Dbh -/-) mice, which lack norepinephrine (NE), in the elevated plus maze (EPM) to examine the contribution of noradrenergic signaling to cocaine-induced anxiety. RESULTS: We found that cocaine dose-dependently increased anxiety-like behavior in control (Dbh +/-) mice, as measured by a decrease in open arm exploration. The Dbh -/- mice had normal baseline performance in the EPM but were completely resistant to the anxiogenic effects of cocaine. Cocaine-induced anxiety was also attenuated in Dbh +/- mice following administration of disulfiram, a dopamine beta-hydroxylase (DBH) inhibitor. In experiments using specific adrenergic antagonists, we found that pretreatment with the beta-adrenergic receptor antagonist propranolol blocked cocaine-induced anxiety-like behavior in Dbh +/- and wild-type C57BL6/J mice, while the alpha(1) antagonist prazosin and the alpha(2) antagonist yohimbine had no effect. CONCLUSIONS: These results indicate that noradrenergic signaling via beta-adrenergic receptors is required for cocaine-induced anxiety in mice.;bc5cdr;neurological;
18182964;Clonidine for attention-deficit/hyperactivity disorder: II. ECG changes and adverse events analysis.;"OBJECTIVE: To examine the safety and tolerability of clonidine used alone or with methylphenidate in children with attention-deficit/hyperactivity disorder (ADHD). METHOD: In a 16-week multicenter, double-blind trial, 122 children with ADHD were randomly assigned to clonidine (n = 31), methylphenidate (n = 29), clonidine and methylphenidate (n = 32), or placebo (n = 30). Doses were flexibly titrated up to 0.6 mg/day for clonidine and 60 mg/day for methylphenidate (both with divided dosing). Groups were compared regarding adverse events and changes from baseline to week 16 in electrocardiograms and vital signs. RESULTS: There were more incidents of bradycardia in subjects treated with clonidine compared with those not treated with clonidine (17.5% versus 3.4%; p =.02), but no other significant group differences regarding electrocardiogram and other cardiovascular outcomes. There were no suggestions of interactions between clonidine and methylphenidate regarding cardiovascular outcomes. Moderate or severe adverse events were more common in subjects on clonidine (79.4% versus 49.2%; p =.0006) but not associated with higher rates of early study withdrawal. Drowsiness was common on clonidine, but generally resolved by 6 to 8 weeks. CONCLUSIONS: Clonidine, used alone or with methylphenidate, appears safe and well tolerated in childhood ADHD. Physicians prescribing clonidine should monitor for bradycardia and advise patients about the high likelihood of initial drowsiness.";bc5cdr;neurological|cardiovascular;
18217897;Thalidomide has limited single-agent activity in relapsed or refractory indolent non-Hodgkin lymphomas: a phase II trial of the Cancer and Leukemia Group B.;Thalidomide is an immunomodulatory agent with demonstrated activity in multiple myeloma, mantle cell lymphoma and lymphoplasmacytic lymphoma. Its activity is believed to be due modulation of the tumour milieu, including downregulation of angiogenesis and inflammatory cytokines. Between July 2001 and April 2004, 24 patients with relapsed/refractory indolent lymphomas received thalidomide 200 mg daily with escalation by 100 mg daily every 1-2 weeks as tolerated, up to a maximum of 800 mg daily. Patients had received a median of 2 (range, 1-4) prior regimens. Of 24 evaluable patients, two achieved a complete remission and one achieved a partial remission for an overall response rate of 12.5% (95% confidence interval: 2.6-32.4%). Eleven patients progressed during therapy. Grade 3-4 adverse effects included myelosuppression, fatigue, somnolence/depressed mood, neuropathy and dyspnea. Of concern was the occurrence of four thromboembolic events. Our results failed to demonstrate an important response rate to single agent thalidomide in indolent lymphomas and contrast with the higher activity level reported with the second generation immunomodulatory agent, lenalidomide.;bc5cdr;neurological|oncological;
19058010;Effect of green tea and vitamin E combination in isoproterenol induced myocardial infarction in rats.;The present study was aimed to investigate the combined effects of green tea and vitamin E on heart weight, body weight, serum marker enzymes, lipid peroxidation, endogenous antioxidants and membrane bound ATPases in isoproterenol (ISO)-induced myocardial infarction in rats. Adult male albino rats, treated with ISO (200 mg/kg, s.c.) for 2 days at an interval of 24 h caused a significant (P<0.05) elevation of heart weight, serum marker enzymes, lipid peroxidation and Ca+2 ATPase level whereas there was a significant (P<0.05) decrease in body weight, endogenous antioxidants, Na+/ K+ ATPase and Mg+2 ATPase levels. Administration of green tea (100 mg/kg/day, p.o.) and vitamin E (100 mg/kg/day, p.o.) together for 30 consecutive days and challenged with ISO on the day 29th and 30th, showed a significant (P<0.05) decrease in heart weight, serum marker enzymes, lipid peroxidation, Ca+2 ATPase and a significant increase in the body weight, endogenous antioxidants, Na+/K+ ATPase and Mg+2 ATPase when compared with ISO treated group and green tea or vitamin E alone treated groups. These findings indicate the synergistic protective effect of green tea and vitamin E during ISO induced myocardial infarction in rats.;bc5cdr;cardiovascular;
19581773;Development of ocular myasthenia during pegylated interferon and ribavirin treatment for chronic hepatitis C.;"A 63-year-old male experienced sudden diplopia after 9 weeks of administration of pegylated interferon (IFN) alpha-2b and ribavirin for chronic hepatitis C (CHC). Ophthalmologic examinations showed ptosis on the right upper lid and restricted right eye movement without any other neurological signs. A brain imaging study and repetitive nerve stimulation test indicated no abnormality. The acetylcholine receptor antibody titer and response to acetylcholinesterase inhibitors were negative, and the results of thyroid function tests were normal. The patient's ophthalmological symptoms improved rapidly 3 weeks after discontinuation of pegylated IFN alpha-2b and ribavirin. The ocular myasthenia associated with combination therapy of pegylated IFN alpha-2b and ribavirin for CHC is very rarely reported; therefore, we present this case with a review of the various eye complications of IFN therapy.";bc5cdr;neurological|hepatorenal;
19759529;The glycine transporter-1 inhibitor SSR103800 displays a selective and specific antipsychotic-like profile in normal and transgenic mice.;Schizophrenia has been initially associated with dysfunction in dopamine neurotransmission. However, the observation that antagonists of the glutamate N-methyl-D-aspartate (NMDA) receptor produce schizophrenic-like symptoms in humans has led to the idea of a dysfunctioning of the glutamatergic system via its NMDA receptor. As a result, there is a growing interest in the development of pharmacological agents with potential antipsychotic properties that enhance the activity of the glutamatergic system via a modulation of the NMDA receptor. Among them are glycine transporter-1 (GlyT1) inhibitors such as SSR103800, which indirectly enhance NMDA receptor function by increasing the glycine (a co-agonist for the NMDA receptor) levels in the synapse. This study aimed at investigating the potential antipsychotic-like properties of SSR103800, with a particular focus on models of hyperactivity, involving either drug challenge (ie, amphetamine and MK-801) or transgenic mice (ie, NMDA Nr1(neo-/-) and DAT(-/-)). Results showed that SSR103800 (10-30 mg/kg p.o.) blocked hyperactivity induced by the non-competitive NMDA receptor antagonist, MK-801 and partially reversed spontaneous hyperactivity of NMDA Nr1(neo-/-) mice. In contrast, SSR103800 failed to affect hyperactivity induced by amphetamine or naturally observed in dopamine transporter (DAT(-/-)) knockout mice (10-30 mg/kg p.o.). Importantly, both classical (haloperidol) and atypical (olanzapine, clozapine and aripiprazole) antipsychotics were effective in all these models of hyperactivity. However, unlike these latter, SSR103800 did not produce catalepsy (retention on the bar test) up to 30 mg/kg p.o. Together these findings show that the GlyT1 inhibitor, SSR103800, produces antipsychotic-like effects, which differ from those observed with compounds primarily targeting the dopaminergic system, and has a reduced side-effect potential as compared with these latter drugs.;bc5cdr;neurological;
19957053;Phenylephrine but not ephedrine reduces frontal lobe oxygenation following anesthesia-induced hypotension.;"BACKGROUND: Vasopressor agents are used to correct anesthesia-induced hypotension. We describe the effect of phenylephrine and ephedrine on frontal lobe oxygenation (S(c)O(2)) following anesthesia-induced hypotension. METHODS: Following induction of anesthesia by fentanyl (0.15 mg kg(-1)) and propofol (2.0 mg kg(-1)), 13 patients received phenylephrine (0.1 mg iv) and 12 patients received ephedrine (10 mg iv) to restore mean arterial pressure (MAP). Heart rate (HR), MAP, stroke volume (SV), cardiac output (CO), and frontal lobe oxygenation (S(c)O(2)) were registered. RESULTS: Induction of anesthesia was followed by a decrease in MAP, HR, SV, and CO concomitant with an elevation in S(c)O(2). After administration of phenylephrine, MAP increased (51 +/- 12 to 81 +/- 13 mmHg; P < 0.001; mean +/- SD). However, a 14% (from 70 +/- 8% to 60 +/- 7%) reduction in S(c)O(2) (P < 0.05) followed with no change in CO (3.7 +/- 1.1 to 3.4 +/- 0.9 l min(-1)). The administration of ephedrine led to a similar increase in MAP (53 +/- 9 to 79 +/- 8 mmHg; P < 0.001), restored CO (3.2 +/- 1.2 to 5.0 +/- 1.3 l min(-1)), and preserved S(c)O(2). CONCLUSIONS: The utilization of phenylephrine to correct hypotension induced by anesthesia has a negative impact on S(c)O(2) while ephedrine maintains frontal lobe oxygenation potentially related to an increase in CO.";bc5cdr;cardiovascular;
20619828;A novel, multiple symptom model of obsessive-compulsive-like behaviors in animals.;BACKGROUND: Current animal models of obsessive-compulsive disorder (OCD) typically involve acute, drug-induced symptom provocation or a genetic association with stereotypies or anxiety. None of these current models demonstrate multiple OCD-like behaviors. METHODS: Neonatal rats were treated with the tricyclic antidepressant clomipramine or vehicle between days 9 and 16 twice daily and behaviorally tested in adulthood. RESULTS: Clomipramine exposure in immature rats produced significant behavioral and biochemical changes that include enhanced anxiety (elevated plus maze and marble burying), behavioral inflexibility (perseveration in the spontaneous alternation task and impaired reversal learning), working memory impairment (e.g., win-shift paradigm), hoarding, and corticostriatal dysfunction. Dopamine D2 receptors were elevated in the striatum, whereas serotonin 2C, but not serotonin 1A, receptors were elevated in the orbital frontal cortex. CONCLUSIONS: This is the first demonstration of multiple symptoms consistent with an OCD-like profile in animals. Moreover, these behaviors are accompanied by biochemical changes in brain regions previously identified as relevant to OCD. This novel model of OCD demonstrates that drug exposure during a sensitive period can program disease-like systems permanently, which could have implications for current and future therapeutic strategies for this and other psychiatric disorders.;bc5cdr;neurological;
891050;Late recovery of renal function in a woman with the hemolytic uremic syndrome.;"A case is reported of the hemolytic uremic syndrome (HUS) in a woman taking oral contraceptives. She was treated with heparin, dipyridamole and hemodialysis; and after more than three months, her urinary output rose above 500 ml; and six months after the onset of anuria, dialysis treatment was stopped. This case emphasizes the possibility that HUS in adults is not invariably irreversible and that, despite prolonged oliguria, recovery of renal function can be obtained. Therefore, in adult patients affected by HUS, dialysis should not be discontinued prematurely; moreover, bilateral nephrectomy, for treatment of severe hypertension and microangiopathic hemolytic anemia, should be performed with caution.";bc5cdr;cardiovascular|hepatorenal;
983936;Effects of acetylsalicylic acid, dipyridamole, and hydrocortisone on epinephrine-induced myocardial injury in dogs.;A reproducible model for producing diffuse myocardial injury (epinephrine infusion) has been developed to study the cardioprotective effects of agents or maneuvers which might alter the evolution of acute myocardial infarction. Infusions of epinephrine (4 mug per kilogram per minute for 6 hours) increased radiocalcium uptakes into intact myocardium and each of its subcellular components with the mitochondrial fraction showing the most consistent changes when compared to saline-infused control animals (4,957 vs. 827 counts per minute per gram of dried tissue or fraction). Myocardial concentrations of calcium also increased significantly (12.0 vs. 5.0 mg.per 100 Gm. of fat-free dry weight). Infusions of calcium chloride sufficient to raise serum calcium concentrations 2 mEq. per liter failed to increase calcium influx into the myocardial cell. Mitochondrial radiocalcium uptakes were significantly decreased in animals pretreated with acetylsalicylic acid or dipyridamole or when hydrocortisone was added to the epinephrine infusion (2,682,2,803, and 3,424 counts per minute per gram of dried fraction, respectively). Myocardial calcium concentrations also were decreased (11.2, 8.3, and 8.9 mg. per 100 Gm. of fat-free dry weight, respectively) in the three treatment groups, being significantly decreased only in the last two. Evidence of microscopic damage was graded as less severe in the three treatment groups. Acetylsalicylic acid, dipyridamole, and hydrocortisone all appear to have cardioprotective effects when tested in this model.;bc5cdr;cardiovascular;
1428568;Changes in depressive status associated with topical beta-blockers.;Depression and sexual dysfunction have been related to side effects of topical beta-blockers. We performed a preliminary study in order to determine any difference between a non selective beta-blocker (timolol) and a selective beta-blocker (betaxolol) regarding CNS side effects. Eight glaucomatous patients chronically treated with timolol 0.5%/12h, suffering from depression diagnosed through DMS-III-R criteria, were included in the study. During the six-month follow up, depression was quantified through the Beck and Zung-Conde scales every two months. In a double blind cross-over study with control group, the patients under timolol treatment presented higher depression values measured through the Beck and the Zung-Conde scales (p < 0.001 vs control). These results suggest that betaxolol could be less of a depression-inducer than timolol in predisposed patients.;bc5cdr;neurological;
1720453;Long-term follow-up of ifosfamide renal toxicity in children treated for malignant mesenchymal tumors: an International Society of Pediatric Oncology report.;"The renal function of 74 children with malignant mesenchymal tumors in complete remission and who have received the same ifosfamide chemotherapy protocol (International Society of Pediatric Oncology Malignant Mesenchymal Tumor Study 84 [SIOP MMT 84]) were studied 1 year after the completion of treatment. Total cumulative doses were 36 or 60 g/m2 of ifosfamide (six or 10 cycles of ifosfamide, vincristine, and dactinomycin [IVA]). None of them had received cisplatin chemotherapy. Ages ranged from 4 months to 17 years; 58 patients were males and 42 females. The most common primary tumor site was the head and neck. Renal function was investigated by measuring plasma and urinary electrolytes, glucosuria, proteinuria, aminoaciduria, urinary pH, osmolarity, creatinine clearance, phosphate tubular reabsorption, beta 2 microglobulinuria, and lysozymuria. Fifty-eight patients (78%) had normal renal tests, whereas 16 patients (22%) had renal abnormalities. Two subsets of patients were identified from this latter group: the first included four patients (5% of the total population) who developed major toxicity resulting in Fanconi's syndrome (TDFS); and the second group included five patients with elevated beta 2 microglobulinuria and low phosphate reabsorption. The remaining seven patients had isolated beta 2 microglobulinuria. Severe toxicity was correlated with the higher cumulative dose of 60 g/m2 of ifosfamide, a younger age (less than 2 1/2 years old), and a predominance of vesicoprostatic tumor involvement. This low percentage (5%) of TDFS must be evaluated with respect to the efficacy of ifosfamide in the treatment of mesenchymal tumors in children.";bc5cdr;hepatorenal|oncological;
1833784;Evidence for an involvement of D1 and D2 dopamine receptors in mediating nicotine-induced hyperactivity in rats.;Previous studies have suggested that repeated exposure of rats to the drug or to the experimental environment is necessary to observe nicotine-induced locomotor stimulation. In the present study the role of habituation to the experimental environment on the stimulant effect of nicotine in rats was examined. In addition, the role of dopamine receptors in mediating nicotine-induced locomotor stimulation was investigated by examining the effects of selective D1 and D2 dopamine receptor antagonists on activity induced by nicotine. Locomotor activity was assessed in male Sprague-Dawley rats tested in photocell cages. Nicotine (1.0 mg/kg) caused a significant increase in locomotor activity in rats that were habituated to the test environment, but had only a weak and delayed stimulant action in rats that were unfamiliar with the test environment. The stimulant action of nicotine was blocked by the central nicotinic antagonist mecamylamine but not by the peripheral nicotinic blocker hexamethonium, indicating that the response is probably mediated by central nicotinic receptors. Nicotine-induced hyperactivity was blocked by the selective D1 antagonist SCH 23390, the selective D2 antagonist raclopride and the D1/D2 antagonist fluphenazine. Pretreatment with the D2 agonist PHNO enhanced nicotine-induced hyperactivity, whereas the D1 agonist SKF 38393 had no effect. The results indicate that acute nicotine injection induces a pronounced hyperactivity in rats habituated to the test environment. The effect appears to be mediated by central nicotine receptors, possibly located on dopaminergic neurons, and also requires the activation of both D1 and D2 dopamine receptors.;bc5cdr;neurological;
1867351;Neuropsychiatric side effects after the use of mefloquine.;This study describes neuropsychiatric side effects in patients after treatment with mefloquine. Reactions consisted mainly of seizures, acute psychoses, anxiety neurosis, and major disturbances of sleep-wake rhythm. Side effects occurred after both therapeutic and prophylactic intake and were graded from moderate to severe. In a risk analysis of neuropsychiatric side effects in Germany, it is estimated that one of 8,000 mefloquine users suffers from such reactions. The incidence calculation revealed that one of 215 therapeutic users had reactions, compared with one of 13,000 in the prophylaxis group, making the risk of neuropsychiatric reactions after mefloquine treatment 60 times higher than after prophylaxis. Therefore, certain limitations for malaria prophylaxis and treatment with mefloquine are recommended.;bc5cdr;neurological;
